Publishing_Year,Genre,Publisher,Author_Rating,average_rating
1998,Crime,"Simon and Schuster Digital Sales Inc",Intermediate,3.840000
1998,Romance,"Simon and Schuster Digital Sales Inc",Intermediate,3.720000
1998,"Literary Fiction",HarperCollins,Intermediate,3.910000
1998,"Self-Help & Instruction","Amazon Digital Services,  Inc.",Intermediate,3.520000
1999,Fantasy,HarperCollins,Excellent,4.350000
1999,"Young Adult","Amazon Digital Services,  Inc.",Intermediate,3.740000
1999,"Literary Fiction","Simon and Schuster Digital Sales Inc",Intermediate,4.000000
1999,"Children's Literature","Simon and Schuster Digital Sales Inc",Intermediate,3.950000
1999,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.783333
1999,Thriller,HarperCollins,Intermediate,3.930000
1999,Horror,"Amazon Digital Services,  Inc.",Intermediate,3.560000
1999,Thriller,"Amazon Digital Services,  Inc.",Excellent,4.070000
1999,Thriller,"Random House LLC",Intermediate,3.830000
1999,Romance,"Amazon Digital Services,  Inc.",Novice,3.410000
1999,"Science Fiction","Random House LLC",Excellent,4.250000
1999,Crime,"Amazon Digital Services,  Inc.",Excellent,4.170000
1999,Essays/Journalism,"Amazon Digital Services,  Inc.",Excellent,4.060000
1999,"Historical Fiction","Amazon Digital Services,  Inc.",Intermediate,3.890000
1999,Romance,"Amazon Digital Services,  Inc.",Intermediate,3.660000
1999,"Literary Fiction",Macmillan,Intermediate,3.800000
1999,"Historical Fiction","Amazon Digital Services,  Inc.",Excellent,4.160000
1999,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.850000
1999,"Literary Fiction","Random House LLC",Intermediate,3.830000
1999,"Science Fiction","Amazon Digital Services,  Inc.",Intermediate,3.830000
1999,"Literary Fiction","Penguin Group (USA) LLC",Intermediate,3.970000
1999,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Intermediate,4.310000
1999,"Historical Fiction",HarperCollins,Intermediate,4.200000
1999,Fantasy,"Simon and Schuster Digital Sales Inc",Intermediate,4.230000
2000,Thriller,"Penguin Group (USA) LLC",Intermediate,3.710000
2000,Romance,"Amazon Digital Services,  Inc.",Intermediate,4.100000
2000,"Historical Fiction","Amazon Digital Services,  Inc.",Intermediate,3.890000
2000,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.250000
2000,"Literary Fiction","Simon and Schuster Digital Sales Inc",Intermediate,3.980000
2000,Thriller,"Amazon Digital Services,  Inc.",Excellent,4.180000
2000,"Children's Literature","Amazon Digital Services,  Inc.",Intermediate,3.960000
2000,"Young Adult","Amazon Digital Services,  Inc.",Intermediate,3.800000
2000,"Self-Help & Instruction","Amazon Digital Services,  Inc.",Intermediate,3.920000
2000,Horror,"Amazon Digital Services,  Inc.",Excellent,4.130000
2000,"Literary Fiction",HarperCollins,Intermediate,3.950000
2000,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.730000
2000,Biography/Autobiography/Memoir,"Random House LLC",Excellent,4.230000
2000,Mystery,"Amazon Digital Services,  Inc.",Intermediate,3.970000
2000,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Excellent,4.050000
2000,"Children's Literature","Penguin Group (USA) LLC",Intermediate,3.830000
2000,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.920000
2000,"Self-Help & Instruction",HarperCollins,Intermediate,4.000000
2000,Fantasy,"Amazon Digital Services,  Inc.",Famous,4.560000
2001,Fantasy,Macmillan,Excellent,4.040000
2001,Romance,HarperCollins,Intermediate,4.020000
2001,Thriller,"Amazon Digital Services,  Inc.",Excellent,4.110000
2001,Romance,"Amazon Digital Services,  Inc.",Intermediate,3.620000
2001,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.920000
2001,Romance,"Penguin Group (USA) LLC",Intermediate,3.750000
2001,"Children's Literature","Penguin Group (USA) LLC",Intermediate,3.940000
2001,"Children's Literature","Random House LLC",Excellent,4.010000
2001,Crime,HarperCollins,Excellent,4.150000
2001,Thriller,"Random House LLC",Excellent,4.100000
2001,Fantasy,"Penguin Group (USA) LLC",Intermediate,3.990000
2001,"Self-Help & Instruction","Amazon Digital Services,  Inc.",Intermediate,3.980000
2001,Romance,"Hachette Book Group",Excellent,4.150000
2001,Romance,"Random House LLC",Intermediate,4.160000
2001,Horror,"Amazon Digital Services,  Inc.",Intermediate,3.590000
2001,Fantasy,"Random House LLC",Intermediate,3.850000
2001,Crime,"Random House LLC",Excellent,4.190000
2001,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.835000
2001,"Historical Fiction","Amazon Digital Services,  Inc.",Intermediate,4.000000
2001,"Historical Fiction","Penguin Group (USA) LLC",Excellent,4.260000
2001,Fantasy,"Penguin Group (USA) LLC",Excellent,4.290000
2001,"Young Adult","Amazon Digital Services,  Inc.",Intermediate,3.940000
2001,Essays/Journalism,"Amazon Digital Services,  Inc.",Excellent,4.040000
2001,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.180000
2002,Crime,"Random House LLC",Excellent,4.170000
2002,Thriller,"Amazon Digital Services,  Inc.",Excellent,4.090000
2002,Fantasy,"Penguin Group (USA) LLC",Intermediate,4.210000
2002,Horror,"Hachette Book Group",Intermediate,3.730000
2002,Thriller,HarperCollins,Excellent,4.010000
2002,Mystery,HarperCollins,Excellent,4.340000
2002,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.300000
2002,Romance,"Amazon Digital Services,  Inc.",Intermediate,3.803333
2002,Fantasy,"Random House LLC",Intermediate,4.260000
2002,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.955000
2002,Thriller,"Amazon Digital Services,  Inc.",Intermediate,3.720000
2002,Fantasy,"Amazon Digital Services,  Inc.",Famous,4.480000
2002,"Young Adult","Penguin Group (USA) LLC",Intermediate,3.810000
2002,Horror,"Amazon Digital Services,  Inc.",Intermediate,3.940000
2002,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.900000
2002,Romance,HarperCollins,Intermediate,4.030000
2003,"Science Fiction","Amazon Digital Services,  Inc.",Intermediate,4.000000
2003,Essays/Journalism,"Hachette Book Group",Intermediate,3.600000
2003,Fantasy,"Penguin Group (USA) LLC",Intermediate,3.790000
2003,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Excellent,4.185000
2003,Essays/Journalism,"Amazon Digital Services,  Inc.",Intermediate,3.877500
2003,Romance,"Amazon Digital Services,  Inc.",Intermediate,4.060000
2003,"Self-Help & Instruction","Amazon Digital Services,  Inc.",Intermediate,3.810000
2003,"Historical Fiction","Simon and Schuster Digital Sales Inc",Intermediate,3.830000
2003,Essays/Journalism,"Amazon Digital Services,  Inc.",Excellent,4.240000
2003,Fantasy,HarperCollins,Intermediate,4.030000
2003,"Young Adult",HarperCollins,Excellent,4.360000
2003,Essays/Journalism,"Random House LLC",Intermediate,4.050000
2003,Crime,"Penguin Group (USA) LLC",Excellent,4.160000
2003,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.905000
2003,"Young Adult","Amazon Digital Services,  Inc.",Excellent,4.060000
2003,"Children's Literature","Penguin Group (USA) LLC",Intermediate,4.000000
2003,Fantasy,"Simon and Schuster Digital Sales Inc",Excellent,4.180000
2003,"Science Fiction","Amazon Digital Services,  Inc.",Excellent,4.080000
2003,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.260000
2003,Thriller,HarperCollins,Intermediate,3.670000
2003,"Historical Fiction","Amazon Digital Services,  Inc.",Intermediate,3.790000
2003,"Literary Fiction",HarperCollins,Excellent,4.070000
2003,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Intermediate,3.570000
2003,"Young Adult","Amazon Digital Services,  Inc.",Intermediate,3.990000
2003,Thriller,"Penguin Group (USA) LLC",Intermediate,4.070000
2003,"Historical Fiction",HarperCollins,Excellent,4.150000
2003,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.975000
2003,Biography/Autobiography/Memoir,Macmillan,Intermediate,3.960000
2003,Thriller,"Amazon Digital Services,  Inc.",Intermediate,3.800000
2004,"Literary Fiction","Amazon Digital Services,  Inc.",Novice,3.265000
2004,Romance,"Random House LLC",Intermediate,3.950000
2004,Fantasy,"Penguin Group (USA) LLC",Excellent,4.360000
2004,Thriller,"Amazon Digital Services,  Inc.",Excellent,4.330000
2004,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,4.003333
2004,Crime,"Penguin Group (USA) LLC",Intermediate,3.850000
2004,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.680000
2004,Fantasy,"Random House LLC",Excellent,4.200000
2004,"Young Adult","Amazon Digital Services,  Inc.",Excellent,4.160000
2004,Biography/Autobiography/Memoir,"Simon and Schuster Digital Sales Inc",Intermediate,3.790000
2004,Fantasy,"Amazon Digital Services,  Inc.",Famous,4.420000
2004,Thriller,"Amazon Digital Services,  Inc.",Intermediate,3.690000
2004,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Intermediate,3.910000
2004,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.143333
2004,"Historical Fiction","Amazon Digital Services,  Inc.",Excellent,4.120000
2004,"Literary Fiction","Random House LLC",Intermediate,3.760000
2004,Adventure,"Random House LLC",Intermediate,4.180000
2004,Horror,"Amazon Digital Services,  Inc.",Intermediate,3.860000
2004,Fantasy,"Hachette Book Group",Intermediate,3.800000
2004,"Children's Literature","Penguin Group (USA) LLC",Intermediate,4.000000
2004,Romance,"Amazon Digital Services,  Inc.",Intermediate,3.860000
2004,Fantasy,"Simon and Schuster Digital Sales Inc",Excellent,4.090000
2005,Thriller,"Amazon Digital Services,  Inc.",Excellent,4.020000
2005,Mystery,"Random House LLC",Intermediate,3.680000
2005,"Science Fiction",Macmillan,Excellent,4.230000
2005,Fantasy,"Penguin Group (USA) LLC",Intermediate,3.945000
2005,Horror,"Hachette Book Group",Excellent,4.250000
2005,Essays/Journalism,"Amazon Digital Services,  Inc.",Excellent,4.010000
2005,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.903333
2005,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Intermediate,3.860000
2005,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.105000
2005,"Young Adult","Simon and Schuster Digital Sales Inc",Excellent,4.010000
2005,"Historical Fiction","Penguin Group (USA) LLC",Intermediate,3.880000
2005,"Historical Fiction","Random House LLC",Intermediate,4.060000
2005,"Self-Help & Instruction","Amazon Digital Services,  Inc.",Intermediate,4.020000
2005,Romance,"Amazon Digital Services,  Inc.",Novice,3.390000
2005,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Excellent,4.300000
2005,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.735000
2005,Essays/Journalism,"Hachette Book Group",Intermediate,3.660000
2005,Mystery,"Penguin Group (USA) LLC",Excellent,4.150000
2005,"Literary Fiction","Hachette Book Group",Novice,3.410000
2005,Horror,"Simon and Schuster Digital Sales Inc",Intermediate,3.590000
2005,"Science Fiction","Amazon Digital Services,  Inc.",Intermediate,4.080000
2005,Fantasy,"Simon and Schuster Digital Sales Inc",Excellent,4.170000
2005,Thriller,"Simon and Schuster Digital Sales Inc",Excellent,4.160000
2005,Biography/Autobiography/Memoir,"Random House LLC",Intermediate,3.670000
2005,Fantasy,"Penguin Group (USA) LLC",Famous,4.430000
2005,Fantasy,"Amazon Digital Services,  Inc.",Famous,4.430000
2005,Fantasy,Macmillan,Excellent,4.280000
2005,Thriller,"Amazon Digital Services,  Inc.",Intermediate,3.770000
2006,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,4.090000
2006,Biography/Autobiography/Memoir,"Hachette Book Group",Excellent,4.120000
2006,"Literary Fiction",HarperCollins,Intermediate,3.510000
2006,"Young Adult",HarperCollins,Intermediate,4.140000
2006,Biography/Autobiography/Memoir,"Penguin Group (USA) LLC",Excellent,4.160000
2006,Fantasy,"Random House LLC",Excellent,4.110000
2006,"Self-Help & Instruction","Amazon Digital Services,  Inc.",Intermediate,3.930000
2006,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Intermediate,3.620000
2006,Romance,Macmillan,Intermediate,3.710000
2006,Thriller,"Amazon Digital Services,  Inc.",Intermediate,3.900000
2006,Fantasy,"Simon and Schuster Digital Sales Inc",Famous,4.430000
2006,Fantasy,"Simon and Schuster Digital Sales Inc",Intermediate,4.160000
2006,Romance,"Random House LLC",Intermediate,3.730000
2006,"Young Adult","Hachette Book Group",Intermediate,3.820000
2006,"Literary Fiction","Hachette Book Group",Intermediate,3.730000
2006,Adventure,"Hachette Book Group",Excellent,4.160000
2006,"Historical Fiction","Hachette Book Group",Intermediate,3.840000
2006,Adventure,"Amazon Digital Services,  Inc.",Excellent,4.320000
2006,"Young Adult","Amazon Digital Services,  Inc.",Intermediate,3.590000
2006,Fantasy,"Amazon Digital Services,  Inc.",Famous,4.400000
2006,Fantasy,HarperCollins,Excellent,4.240000
2006,"Science Fiction","Amazon Digital Services,  Inc.",Intermediate,3.830000
2006,Horror,HarperCollins,Intermediate,3.640000
2006,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.680000
2006,Fantasy,"Penguin Group (USA) LLC",Excellent,4.140000
2006,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Excellent,4.270000
2006,Biography/Autobiography/Memoir,HarperCollins,Excellent,4.160000
2006,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.130000
2006,"Young Adult","Amazon Digital Services,  Inc.",Excellent,4.085000
2006,Romance,"Random House LLC",Excellent,4.350000
2006,"Historical Fiction","Amazon Digital Services,  Inc.",Intermediate,3.930000
2006,Horror,"Amazon Digital Services,  Inc.",Novice,3.480000
2007,"Historical Fiction","Hachette Book Group",Intermediate,3.730000
2007,Adventure,"Amazon Digital Services,  Inc.",Excellent,4.230000
2007,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.180000
2007,"Children's Literature","Amazon Digital Services,  Inc.",Intermediate,4.230000
2007,Romance,"Amazon Digital Services,  Inc.",Excellent,4.315000
2007,"Children's Literature","Amazon Digital Services,  Inc.",Excellent,4.140000
2007,Essays/Journalism,"Amazon Digital Services,  Inc.",Intermediate,3.920000
2007,Fantasy,"Random House LLC",Intermediate,4.200000
2007,Fantasy,"Random House LLC",Excellent,4.270000
2007,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.853333
2007,Fantasy,"Penguin Group (USA) LLC",Excellent,4.370000
2007,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Intermediate,4.005000
2007,Fantasy,"Amazon Digital Services,  Inc.",Famous,4.410000
2007,Romance,"Amazon Digital Services,  Inc.",Intermediate,3.880000
2007,"Science Fiction",Macmillan,Intermediate,4.180000
2007,Horror,"Amazon Digital Services,  Inc.",Intermediate,3.820000
2007,"Historical Fiction","Random House LLC",Intermediate,4.230000
2007,Biography/Autobiography/Memoir,"Hachette Book Group",Intermediate,3.850000
2007,"Young Adult","Random House LLC",Intermediate,4.110000
2007,Fantasy,"Penguin Group (USA) LLC",Intermediate,3.840000
2007,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Excellent,4.055000
2007,Essays/Journalism,"Penguin Group (USA) LLC",Intermediate,3.910000
2007,"Self-Help & Instruction","Amazon Digital Services,  Inc.",Intermediate,3.840000
2007,Essays/Journalism,"Amazon Digital Services,  Inc.",Excellent,4.085000
2007,Fantasy,"Simon and Schuster Digital Sales Inc",Intermediate,3.690000
2008,Essays/Journalism,"Hachette Book Group",Intermediate,4.040000
2008,"Science Fiction","Amazon Digital Services,  Inc.",Intermediate,3.960000
2008,Fantasy,Macmillan,Excellent,4.260000
2008,Romance,"Random House LLC",Novice,3.320000
2008,"Historical Fiction","Penguin Group (USA) LLC",Intermediate,4.025000
2008,Fantasy,"Random House LLC",Famous,4.430000
2008,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.793333
2008,Horror,Macmillan,Intermediate,3.930000
2008,"Historical Fiction",HarperCollins,Excellent,4.280000
2008,"Historical Fiction","Amazon Digital Services,  Inc.",Intermediate,4.120000
2008,Romance,"Simon and Schuster Digital Sales Inc",Intermediate,3.805000
2008,Horror,"Amazon Digital Services,  Inc.",Excellent,4.030000
2008,"Children's Literature","Amazon Digital Services,  Inc.",Excellent,4.100000
2008,Romance,"Amazon Digital Services,  Inc.",Intermediate,4.040000
2008,Fantasy,"Random House LLC",Excellent,4.210000
2008,Romance,"Penguin Group (USA) LLC",Intermediate,3.840000
2008,"Young Adult","Amazon Digital Services,  Inc.",Excellent,4.135000
2008,Fantasy,"Amazon Digital Services,  Inc.",Famous,4.460000
2008,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.196667
2008,Essays/Journalism,Macmillan,Intermediate,4.150000
2008,"Literary Fiction","Amazon Digital Services,  Inc.",Excellent,4.110000
2008,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Excellent,4.080000
2008,Thriller,"Amazon Digital Services,  Inc.",Intermediate,3.850000
2008,Mystery,"Penguin Group (USA) LLC",Excellent,4.050000
2008,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.955000
2008,"Literary Fiction","Random House LLC",Intermediate,3.340000
2008,Romance,"Random House LLC",Excellent,4.120000
2008,Fantasy,HarperCollins,Intermediate,3.910000
2009,Fantasy,"Penguin Group (USA) LLC",Excellent,4.120000
2009,Essays/Journalism,"Simon and Schuster Digital Sales Inc",Excellent,4.260000
2009,Essays/Journalism,"Penguin Group (USA) LLC",Intermediate,3.950000
2009,"Self-Help & Instruction","Amazon Digital Services,  Inc.",Intermediate,3.570000
2009,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.510000
2009,Romance,"Amazon Digital Services,  Inc.",Intermediate,3.690000
2009,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.340000
2009,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Intermediate,4.270000
2009,Horror,"Amazon Digital Services,  Inc.",Famous,4.430000
2009,Essays/Journalism,HarperCollins,Excellent,4.200000
2009,"Historical Fiction","Penguin Group (USA) LLC",Intermediate,3.860000
2009,"Young Adult","Amazon Digital Services,  Inc.",Intermediate,3.980000
2009,Horror,"Amazon Digital Services,  Inc.",Novice,3.280000
2009,Romance,"Penguin Group (USA) LLC",Excellent,4.120000
2009,Horror,"Penguin Group (USA) LLC",Famous,4.430000
2009,Fantasy,"Random House LLC",Intermediate,3.970000
2009,"Literary Fiction",Macmillan,Intermediate,3.810000
2009,Biography/Autobiography/Memoir,"Hachette Book Group",Excellent,4.160000
2009,Romance,HarperCollins,Intermediate,3.960000
2009,Romance,"Random House LLC",Excellent,4.100000
2009,"Children's Literature","Amazon Digital Services,  Inc.",Excellent,4.125000
2009,"Historical Fiction","Simon and Schuster Digital Sales Inc",Famous,4.420000
2009,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.832500
2009,"Historical Fiction","Amazon Digital Services,  Inc.",Intermediate,3.900000
2009,Horror,"Amazon Digital Services,  Inc.",Intermediate,3.770000
2009,"Children's Literature",HarperCollins,Excellent,4.190000
2009,Thriller,"Amazon Digital Services,  Inc.",Novice,3.220000
2009,Romance,"Random House LLC",Intermediate,3.820000
2009,Fantasy,Macmillan,Excellent,4.380000
2009,"Literary Fiction",HarperCollins,Novice,3.230000
2009,Horror,"Hachette Book Group",Intermediate,3.920000
2009,"Science Fiction","Simon and Schuster Digital Sales Inc",Excellent,4.050000
2009,Essays/Journalism,"Random House LLC",Intermediate,3.820000
2009,"Literary Fiction","Amazon Digital Services,  Inc.",Excellent,4.130000
2009,Classics,"Simon and Schuster Digital Sales Inc",Excellent,4.160000
2009,Romance,"Penguin Group (USA) LLC",Intermediate,4.080000
2009,"Young Adult","Penguin Group (USA) LLC",Excellent,4.340000
2009,Fantasy,Macmillan,Novice,3.470000
2009,Mystery,"Penguin Group (USA) LLC",Intermediate,3.810000
2010,Horror,"Random House LLC",Excellent,4.030000
2010,"Young Adult","Amazon Digital Services,  Inc.",Intermediate,3.905000
2010,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.920000
2010,Thriller,"Amazon Digital Services,  Inc.",Excellent,4.210000
2010,Fantasy,"Amazon Digital Services,  Inc.",Famous,4.472500
2010,Biography/Autobiography/Memoir,"Hachette Book Group",Intermediate,3.980000
2010,"Children's Literature","Amazon Digital Services,  Inc.",Excellent,4.160000
2010,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.156667
2010,Horror,"Penguin Group (USA) LLC",Excellent,4.210000
2010,Action,"Amazon Digital Services,  Inc.",Famous,4.420000
2010,Adventure,"Amazon Digital Services,  Inc.",Excellent,4.350000
2010,Romance,"Amazon Digital Services,  Inc.",Excellent,4.155000
2010,Horror,"Amazon Digital Services,  Inc.",Intermediate,3.930000
2010,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.920000
2010,"Literary Fiction","Random House LLC",Intermediate,3.730000
2010,"Literary Fiction","Simon and Schuster Digital Sales Inc",Intermediate,3.800000
2010,"Literary Fiction",Macmillan,Intermediate,3.640000
2010,"Self-Help & Instruction","Simon and Schuster Digital Sales Inc",Intermediate,3.930000
2010,Fantasy,HarperCollins,Intermediate,3.840000
2010,Fantasy,Macmillan,Intermediate,3.920000
2010,Essays/Journalism,"Amazon Digital Services,  Inc.",Intermediate,3.860000
2010,Thriller,"Random House LLC",Intermediate,3.910000
2010,"Literary Fiction",HarperCollins,Intermediate,4.010000
2010,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Intermediate,3.755000
2010,"Young Adult","Amazon Digital Services,  Inc.",Excellent,4.370000
2010,Romance,"Amazon Digital Services,  Inc.",Intermediate,3.910000
2010,"Young Adult",Macmillan,Intermediate,3.890000
2010,Biography/Autobiography/Memoir,"Random House LLC",Intermediate,3.990000
2011,Fantasy,"Penguin Group (USA) LLC",Intermediate,4.190000
2011,"Historical Fiction","Amazon Digital Services,  Inc.",Excellent,4.360000
2011,"Self-Help & Instruction",HarperCollins,Intermediate,4.030000
2011,"Self-Help & Instruction","Amazon Digital Services,  Inc.",Intermediate,3.925000
2011,Romance,"Amazon Digital Services,  Inc.",Excellent,4.370000
2011,"Self-Help & Instruction","Amazon Digital Services,  Inc.",Excellent,4.040000
2011,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.902500
2011,"Science Fiction",HarperCollins,Excellent,4.200000
2011,"Science Fiction",Macmillan,Excellent,4.170000
2011,Romance,"Penguin Group (USA) LLC",Intermediate,3.910000
2011,"Literary Fiction","Random House LLC",Novice,3.420000
2011,"Historical Fiction","Penguin Group (USA) LLC",Intermediate,3.990000
2011,Essays/Journalism,Macmillan,Intermediate,3.910000
2011,"Young Adult",Macmillan,Excellent,4.090000
2011,"Literary Fiction","Random House LLC",Intermediate,3.880000
2011,Essays/Journalism,"Random House LLC",Intermediate,3.900000
2011,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Intermediate,3.843333
2011,Fantasy,"Random House LLC",Excellent,4.360000
2011,Romance,"Penguin Group (USA) LLC",Excellent,4.020000
2011,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.995000
2011,"Science Fiction","Amazon Digital Services,  Inc.",Excellent,4.010000
2011,Fantasy,"Hachette Book Group",Excellent,4.020000
2011,Biography/Autobiography/Memoir,"Hachette Book Group",Intermediate,3.720000
2011,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Excellent,4.020000
2011,Fantasy,"Hachette Book Group",Intermediate,3.950000
2011,Fantasy,"Random House LLC",Intermediate,4.080000
2011,"Historical Fiction","Amazon Digital Services,  Inc.",Intermediate,3.810000
2011,"Young Adult","Hachette Book Group",Excellent,4.060000
2011,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.207500
2011,"Science Fiction","Amazon Digital Services,  Inc.",Intermediate,3.780000
2011,Thriller,"Amazon Digital Services,  Inc.",Intermediate,3.770000
2011,"Children's Literature","Amazon Digital Services,  Inc.",Excellent,4.260000
2011,"Young Adult","Amazon Digital Services,  Inc.",Intermediate,3.830000
2011,"Literary Fiction","Amazon Digital Services,  Inc.",Novice,3.370000
2011,"Literary Fiction","Amazon Digital Services,  Inc.",Excellent,4.170000
2011,Fantasy,Macmillan,Intermediate,4.220000
2011,Romance,"Amazon Digital Services,  Inc.",Intermediate,3.906000
2012,Fantasy,"Amazon Digital Services,  Inc.",Famous,4.500000
2012,Romance,HarperCollins,Intermediate,4.055000
2012,"Young Adult","Random House LLC",Excellent,4.330000
2012,"Children's Literature","Amazon Digital Services,  Inc.",Excellent,4.240000
2012,Biography/Autobiography/Memoir,Macmillan,Intermediate,3.970000
2012,Romance,"Random House LLC",Intermediate,4.025000
2012,"Young Adult","Amazon Digital Services,  Inc.",Excellent,4.216000
2012,Romance,"Simon and Schuster Digital Sales Inc",Excellent,4.140000
2012,Romance,"Amazon Digital Services,  Inc.",Intermediate,4.015000
2012,"Literary Fiction","Random House LLC",Intermediate,3.670000
2012,"Young Adult","Random House LLC",Intermediate,3.580000
2012,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.750000
2012,Mystery,"Amazon Digital Services,  Inc.",Novice,3.210000
2012,"Young Adult","Penguin Group (USA) LLC",Excellent,4.290000
2012,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.120000
2012,"Historical Fiction","Amazon Digital Services,  Inc.",Intermediate,3.810000
2012,"Literary Fiction","Hachette Book Group",Intermediate,3.890000
2012,Crime,"Amazon Digital Services,  Inc.",Intermediate,3.910000
2012,"Literary Fiction",Macmillan,Excellent,4.060000
2012,"Historical Fiction",HarperCollins,Excellent,4.210000
2012,"Young Adult","Amazon Digital Services,  Inc.",Intermediate,3.775000
2012,"Young Adult","Amazon Digital Services,  Inc.",Famous,4.400000
2012,Biography/Autobiography/Memoir,"Hachette Book Group",Intermediate,4.000000
2012,Biography/Autobiography/Memoir,"Amazon Digital Services,  Inc.",Intermediate,3.900000
2012,Fantasy,"Amazon Digital Services,  Inc.",Intermediate,3.857500
2012,Romance,"Amazon Digital Services,  Inc.",Excellent,4.175714
2012,Romance,"Penguin Group (USA) LLC",Excellent,4.210000
2012,Thriller,"Amazon Digital Services,  Inc.",Intermediate,3.835000
2012,"Literary Fiction","Simon and Schuster Digital Sales Inc",Intermediate,3.720000
2012,Essays/Journalism,"Random House LLC",Intermediate,3.970000
2012,"Science Fiction","Penguin Group (USA) LLC",Intermediate,4.240000
2012,Romance,"Random House LLC",Excellent,4.030000
2012,"Science Fiction","Hachette Book Group",Intermediate,3.750000
2012,"Historical Fiction","Random House LLC",Intermediate,3.950000
2012,"Science Fiction","Random House LLC",Intermediate,3.665000
2012,"Young Adult","Hachette Book Group",Excellent,4.220000
2013,Thriller,"Penguin Group (USA) LLC",Intermediate,3.980000
2013,Thriller,"Amazon Digital Services,  Inc.",Excellent,4.230000
2013,Romance,"Amazon Digital Services,  Inc.",Intermediate,4.190000
2013,Fantasy,"Amazon Digital Services,  Inc.",Excellent,4.100000
2013,"Literary Fiction","Amazon Digital Services,  Inc.",Intermediate,3.974000
2013,"Young Adult","Amazon Digital Services,  Inc.",Intermediate,4.015000
2013,"Science Fiction","Penguin Group (USA) LLC",Excellent,4.160000
2013,"Young Adult","Amazon Digital Services,  Inc.",Excellent,4.280000
2013,Thriller,"Amazon Digital Services,  Inc.",Novice,3.300000
2013,Horror,"Amazon Digital Services,  Inc.",Intermediate,4.000000
2013,Romance,"Amazon Digital Services,  Inc.",Excellent,4.170000
2013,"Self-Help & Instruction","Amazon Digital Services,  Inc.",Intermediate,3.940000
2013,"Literary Fiction",HarperCollins,Intermediate,3.540000
2013,Fantasy,"Amazon Digital Services,  Inc.",Famous,4.515000
2013,Biography/Autobiography/Memoir,"Hachette Book Group",Intermediate,4.320000
